Manufacturer,Name,Speed,Glide,Turn,Fade,Diameter,Height,RimDepth,RimWidth
Legacy,Clozer,2.0,3.0,0.0,1.9,21.2,2.1,1.4,0.9
Legacy,Clutch,2.1,3.2,-0.2,1.0,21.2,2.0,1.4,0.9
Legacy,Hunter,2.3,3.8,-0.1,0.1,21.2,1.8,1.4,0.9
Legacy,Prowler,2.0,3.1,-0.1,1.5,21.2,2.2,1.4,0.9
Lightning-Discs,MX-1,9.0,4.0,-2.0,3.0,21.3,1.7,1.1,2.1
Lightning-Discs,#1 Driver,7.1,4.0,-2.0,1.9,21.4,1.5,1.1,1.6
Lightning-Discs,#1 Flyer,8.0,5.0,-2.0,2.0,21.4,1.5,1.1,1.6
Lightning-Discs,#1 Helix,8.0,4.0,-1.0,3.0,21.5,1.6,1.3,1.6
Lightning-Discs,#1 Hookshot,6.0,4.0,0.0,3.0,22.2,1.7,1.5,1.5
Lightning-Discs,#1 Hyzer,7.0,3.0,0.0,4.0,21.7,1.8,1.3,1.8
Lightning-Discs,#1 Roller,7.0,4.0,-1.0,0.5,21.7,1.7,1.1,1.8
Lightning-Discs,#1 Slice,7.0,4.0,-3.0,2.0,22.6,1.8,1.2,1.4
Lightning-Discs,#2 Driver,7.8,5.0,-1.8,2.0,21.4,2.0,1.3,1.6
Lightning-Discs,#2 Flyer,8.0,5.0,-1.0,2.0,21.3,1.8,1.1,1.7
Lightning-Discs,#2 Helix,8.0,5.0,-1.0,3.0,21.2,1.7,1.4,1.7
Lightning-Discs,#2 Helix,7.8,4.8,-1.1,2.8,21.2,1.7,1.4,1.7
Lightning-Discs,#2 Roller,6.0,6.0,-2.0,2.0,21.7,1.7,1.1,1.8
Lightning-Discs,#2 Slice,6.0,5.0,-3.0,1.0,21.6,2.0,1.1,1.3
Lightning-Discs,#3 Driver,6.0,5.0,-2.0,3.0,22.5,2.0,1.2,1.6
Lightning-Discs,#3 Flyer,7.0,4.1,-2.0,2.0,21.2,2.0,1.3,1.5
Lightning-Discs,#4 Driver,7.1,4.0,-1.0,2.0,21.2,1.7,1.1,1.7
Lightning-Discs,#2 Hookshot,5.0,5.0,-1.0,3.0,21.5,2.1,1.1,1.3
Lightning-Discs,#2 Hyzer,5.0,5.0,1.0,4.0,21.1,2.0,1.2,1.6
Lightning-Discs,#3 Hookshot,4.0,5.0,-1.0,2.0,21.9,2.1,1.2,1.3
Lightning-Discs,#3 Hyzer,4.0,4.0,0.0,4.0,2.2,2.1,1.2,1.6
Lightning-Discs,#3 Slice,6.0,5.0,-3.0,1.0,21.6,2.0,1.1,1.3
Lightning-Discs,#2 Putter,1.0,2.0,-2.0,1.0,21.8,2.6,1.6,1.0
Lightning-Discs,#2 Upshot,2.0,3.0,-1.2,0.9,21.4,2.0,1.5,0.9
Lightning-Discs,Rubber Putter,2.0,3.1,-1.0,1.0,21.6,2.5,1.3,1.3
Lightning-Discs,Upshot,1.0,3.0,-2.0,0.0,21.6,2.2,1.4,0.7
Lone-Star-Disc,Bowie,13.0,4.9,0.0,4.1,21.1,1.7,1.1,2.4
Lone-Star-Disc,Curl,11.0,6.0,-1.0,2.9,21.2,1.8,1.1,2.2
Lone-Star-Disc,Mad Cat,9.0,4.8,-0.1,2.3,21.2,1.8,1.2,1.9
Lone-Star-Disc,Mockingbird,7.0,5.0,-1.9,1.1,21.0,2.0,1.2,1.8
Lone-Star-Disc,BB6,5.0,3.0,-3.0,2.0,21.3,2.1,1.3,1.2
Lone-Star-Disc,Harpoon,4.0,3.0,0.0,2.0,21.5,1.7,1.2,1.2
Lone-Star-Disc,Middy,5.0,5.0,0.0,3.0,21.4,1.6,1.2,1.3
Lone-Star-Disc,Penny Putter,3.0,3.0,-0.1,1.7,21.0,1.9,1.5,1.1
MVP,Beam,1.0,1.0,0.0,0.0,21.2,1.7,1.2,2.3
MVP,Catalyst,13.0,5.5,-2.1,1.6,21.1,1.9,1.2,2.4
MVP,Dimension,14.0,4.9,0.0,3.1,21.0,1.8,1.2,2.5
MVP,Energy,13.1,4.1,0.2,3.8,21.1,2.1,1.2,2.4
MVP,Impulse,10.0,4.9,-2.9,1.1,21.1,1.4,1.2,2.0
MVP,Inertia,10.2,4.9,-1.9,2.0,21.1,1.4,1.2,2.0
MVP,Limit,14.0,4.0,0.3,4.3,21.1,1.9,1.2,2.5
MVP,Motion,9.8,4.0,0.0,4.0,21.0,1.4,1.2,2.0
MVP,Nitro,13.0,4.4,-0.3,2.6,21.2,1.9,1.2,2.4
MVP,Octane,13.0,4.9,-1.0,2.1,21.2,1.7,1.2,2.4
MVP,Orbital,11.5,5.0,-4.4,0.9,21.2,1.4,1.1,2.2
MVP,Phase,11.3,3.6,0.1,4.1,21.1,1.4,1.1,2.2
MVP,Photon,11.4,4.8,-1.0,2.7,21.1,1.4,1.1,2.2
MVP,Relativity,13.9,5.1,-2.5,1.6,21.1,1.9,1.2,2.5
MVP,Teleport,14.0,5.1,-1.2,2.2,21.1,1.9,1.2,2.5
MVP,Tesla,10.0,4.6,-0.6,2.3,21.0,1.4,1.2,2.0
MVP,Wave,11.3,5.1,-1.9,1.8,21.1,1.4,1.1,2.2
MVP,Amp,8.0,5.0,-1.3,1.2,21.0,1.7,1.1,1.9
MVP,Cypher,7.0,3.0,-3.0,2.0,21.2,1.5,1.2,1.8
MVP,Relay,6.1,5.0,-2.3,1.1,21.1,1.5,1.2,1.7
MVP,Resistor,6.6,3.8,0.0,3.3,21.1,1.4,1.1,1.7
MVP,Servo,6.6,4.9,-0.9,2.0,21.1,1.4,1.2,1.8
MVP,Shock,8.0,5.0,-0.1,2.5,21.1,1.6,1.2,1.9
MVP,Signal,6.0,5.0,-3.1,1.0,21.1,1.5,1.2,1.2
MVP,Switch,6.7,5.0,-1.5,1.1,21.1,1.4,1.2,1.8
MVP,Volt,8.1,4.9,-0.6,2.1,21.1,1.6,1.1,2.0
MVP,Axis,5.0,4.9,-0.9,1.0,21.8,2.5,1.3,1.3
MVP,Deflector,5.0,3.6,0.2,4.1,21.5,2.0,1.3,1.6
MVP,Matrix,5.0,4.1,-0.6,2.0,21.5,1.6,1.4,1.4
MVP,Reactor,5.1,5.0,-0.4,1.6,21.4,1.7,1.3,1.4
MVP,Tangent,4.5,4.1,-0.9,1.0,21.5,2.1,1.3,1.2
MVP,Tensor,4.4,4.3,-0.1,2.5,21.5,2.1,1.3,1.2
MVP,Uplink,5.0,3.0,-2.0,2.0,21.5,1.8,1.4,1.3
MVP,Vector,5.0,4.0,0.0,2.3,21.7,2.1,1.3,1.3
MVP,Vertex,4.2,4.0,-2.3,0.6,21.5,1.9,1.3,1.2
MVP,Anode,3.0,3.1,-0.1,0.4,21.0,2.1,1.4,1.1
MVP,Atom,2.7,3.1,-0.3,0.8,21.1,1.9,1.4,1.1
MVP,Entropy,3.9,2.9,0.0,3.0,21.2,2.0,1.4,1.2
MVP,Ion,3.0,3.5,0.0,1.2,21.2,1.9,1.6,1.1
MVP,Nomad,2.0,3.9,-0.1,1.0,21.2,2.0,1.4,1.1
MVP,Ohm,2.0,5.0,0.0,1.0,21.2,1.9,1.5,1.0
MVP,Particle,3.0,3.0,-0.1,2.2,21.1,2.0,1.4,1.1
MVP,Spin,3.0,4.1,-1.7,0.0,21.0,1.9,1.5,1.1
Millennium,Aquarius,10.0,5.1,-3.7,1.8,21.0,1.9,1.2,2.0
Millennium,Aries,11.0,6.0,-2.6,1.1,21.1,1.5,1.2,2.2
Millennium,Astra,10.9,5.1,-2.0,1.9,21.1,1.5,1.2,2.2
Millennium,Astra-X,11.0,4.9,-1.6,3.2,21.1,1.5,1.2,2.2
Millennium,Falcon,13.0,5.1,-1.8,2.1,21.1,1.4,1.1,2.4
Millennium,Polaris LF,9.0,5.0,-2.0,2.5,21.1,1.9,1.1,1.6
Millennium,Quasar,12.8,5.0,-1.0,3.9,21.2,1.6,1.2,2.5
Millennium,Scorpius,12.8,4.4,-1.0,2.9,21.1,1.7,1.2,2.4
Millennium,Draco,9.0,3.0,0.0,4.0,21.2,1.4,1.2,1.9
Millennium,EXP-X,7.0,3.0,0.8,3.9,21.1,1.6,1.2,1.8
Millennium,EXP1,7.0,3.0,0.0,4.0,21.1,1.6,1.2,1.8
Millennium,JLS,7.8,5.0,-1.9,1.8,21.0,1.5,1.1,1.6
Millennium,Orion LF,9.0,5.0,-1.0,2.9,21.1,1.5,1.2,1.9
Millennium,Orion LS,9.1,4.9,-1.9,1.9,21.1,1.4,1.2,1.9
Millennium,Polaris LS,7.8,5.0,-2.0,1.1,21.1,1.9,1.1,1.6
Millennium,Aurora MS,4.1,5.0,-1.0,1.0,21.8,1.8,1.2,1.2
Millennium,Sentinel MF,5.0,4.1,0.0,4.0,21.7,2.1,1.2,1.3
Millennium,Taurus,4.0,4.0,-0.1,3.8,21.7,2.0,1.5,19.0
Millennium,Omega,2.0,3.0,-0.9,1.0,21.1,2.0,1.5,0.9
Millennium,Omega 4,2.9,3.0,0.0,1.1,21.1,2.1,1.0,1.5
Millennium,Omega AP,2.0,3.0,0.0,0.0,21.1,2.0,1.5,0.9
Millennium,Omega AP Big Bead,2.0,3.0,0.0,0.0,21.2,2.1,1.5,0.9
Millennium,Omega Big Bead,2.0,3.0,-1.0,1.0,21.1,2.0,1.5,0.9
Millennium,Omega Driver,3.0,2.0,0.0,1.9,21.1,2.0,0.9,1.5
Millennium,Omega SuperSoft,2.0,3.0,-0.9,1.0,21.1,2.0,1.5,0.9
Mint-Discs,Freetail,10.0,6.0,-3.2,1.8,21.1,1.7,1.2,2.0
Mint-Discs,Longhorn,11.0,4.1,-1.0,3.0,21.3,1.5,1.2,2.1
Mint-Discs,Phoenix,1.0,1.0,0.0,0.0,21.2,1.5,1.2,2.0
Mint-Discs,Alpha,8.1,4.2,0.0,2.0,21.1,2.1,1.2,2.0
Mint-Discs,Grackle,1.0,1.0,0.0,0.0,21.3,1.6,1.2,1.9
Mint-Discs,Jackalope,8.0,5.0,-1.9,1.0,0.0,0.0,0.0,0.0
Mint-Discs,Bobcat,5.0,4.3,0.0,2.6,2.4,1.9,1.4,1.4
Mint-Discs,Mustang,5.0,4.9,-0.1,1.8,21.5,1.6,1.3,1.4
Mint-Discs,Bullet,2.0,3.0,0.0,1.0,21.2,1.8,1.5,1.1
Mint-Discs,Profit,3.0,3.0,0.0,1.3,21.1,1.9,1.6,1.1
Plastic-Addicts,Intervention,12.1,4.9,-0.9,4.0,21.2,1.3,1.1,2.3
Plastic-Addicts,Habit,3.0,5.1,-1.2,0.0,22.1,2.1,1.6,1.0
Prodigy,D Model OS,13.0,5.0,0.0,3.8,21.0,1.5,1.1,2.2
Prodigy,D Model S,13.0,5.9,-0.2,2.0,21.0,1.6,1.2,2.2
Prodigy,D Model US,12.4,5.9,-3.4,1.1,21.2,1.8,1.1,2.3
Prodigy,D Model US+,1.0,1.0,0.0,0.0,21.0,1.8,1.1,2.2
Prodigy,D Model US++,1.0,1.0,0.0,0.0,21.0,1.7,1.1,2.2
Prodigy,D1,12.3,5.1,-0.2,2.8,21.0,1.9,1.2,2.3
Prodigy,D1 Max,12.0,5.0,-0.2,2.9,21.0,1.6,1.2,2.3
Prodigy,D2,12.2,5.9,-1.0,2.9,21.0,1.9,1.2,2.3
Prodigy,D2 Max,11.9,5.8,-1.0,2.9,21.1,1.9,1.2,2.4
Prodigy,D3,12.4,5.9,-2.0,2.1,21.0,1.7,1.2,2.3
Prodigy,D3 Max,12.0,5.8,-2.4,1.7,21.1,1.8,1.2,2.4
Prodigy,D4,12.2,5.9,-2.9,2.1,21.0,1.9,1.2,2.3
Prodigy,D4 Max,12.0,6.0,-3.9,1.0,21.0,1.9,1.2,2.4
Prodigy,D5,12.3,5.9,-3.6,2.1,21.1,1.6,1.2,2.4
Prodigy,D6,12.2,6.0,-4.0,1.0,21.0,1.6,1.2,2.4
Prodigy,X1,12.9,3.0,0.0,4.9,21.2,1.5,1.2,2.3
Prodigy,X2,12.8,4.3,-0.1,3.8,21.1,1.8,1.1,2.2
Prodigy,X3,11.9,5.0,-1.0,2.1,21.1,1.7,1.1,2.2
Prodigy,X4,12.7,5.0,-2.3,2.0,21.2,1.7,1.1,2.3
Prodigy,X5,13.0,5.0,-3.8,1.2,21.1,1.9,1.1,2.2
Prodigy,F Model OS,10.0,5.0,1.4,3.6,21.3,1.5,1.1,2.1
Prodigy,F Model OS+,1.0,1.0,0.0,0.0,21.2,1.7,1.1,2.1
Prodigy,F Model S,10.0,4.9,0.3,2.9,21.0,1.5,1.2,2.0
Prodigy,F Model US,10.0,4.9,-1.4,1.6,21.3,1.5,1.1,2.1
Prodigy,F1,7.0,4.1,-0.1,2.8,21.3,1.5,1.1,1.8
Prodigy,F2,7.1,4.8,-1.1,2.8,21.1,1.6,1.2,2.0
Prodigy,F3,7.0,5.0,-1.0,2.0,21.3,1.5,1.1,1.8
Prodigy,F5,7.0,5.0,-1.9,1.1,21.3,1.9,1.2,1.8
Prodigy,F7,7.0,5.0,-3.0,0.9,21.3,1.5,1.1,1.8
Prodigy,FX-2,9.1,4.0,-0.6,3.1,21.1,1.6,1.2,2.0
Prodigy,H1 V2,10.8,4.0,0.0,3.0,21.4,1.6,1.2,2.0
Prodigy,H2 V2,10.9,4.9,-0.2,2.4,21.4,1.6,1.2,2.0
Prodigy,H3 V2,10.7,5.0,-1.0,2.1,21.3,1.8,1.2,2.0
Prodigy,H4 V2,10.2,5.0,-2.0,1.5,21.3,1.5,1.2,2.1
Prodigy,H5,9.0,5.0,-2.9,1.0,21.3,1.7,1.2,2.0
Prodigy,M Model OS,5.9,4.1,-0.9,2.7,22.0,1.9,1.5,1.2
Prodigy,M Model S,5.9,4.1,-0.1,2.7,21.7,2.0,1.5,1.3
Prodigy,M Model US,4.0,5.0,-1.1,0.9,21.8,1.9,1.5,1.3
Prodigy,M1,5.0,4.0,0.0,2.7,21.7,2.0,1.3,1.4
Prodigy,M2,5.0,4.0,-0.1,2.0,21.7,2.0,1.3,1.4
Prodigy,M3,5.0,5.0,-0.9,2.0,21.7,1.9,1.3,1.4
Prodigy,M4,5.0,4.9,-1.1,1.0,21.7,2.0,1.3,1.4
Prodigy,M5,5.0,5.0,-3.0,0.9,21.7,2.2,1.3,1.3
Prodigy,MX-3,5.0,4.1,-0.2,1.8,21.7,1.9,1.3,1.4
Prodigy,A1,3.2,2.8,0.1,3.2,21.0,2.0,1.3,1.4
Prodigy,A2,4.0,3.6,0.1,3.1,21.0,1.9,1.2,1.4
Prodigy,A3,4.0,3.8,0.0,3.1,21.0,1.9,1.2,1.4
Prodigy,A4,4.0,3.9,-0.8,2.0,21.0,2.0,1.3,1.4
Prodigy,P Model S,3.0,4.9,0.0,1.8,21.3,1.9,1.2,1.0
Prodigy,P Model US,3.0,4.7,-0.8,1.1,21.3,2.0,1.5,1.1
Prodigy,PA-1,3.0,3.0,0.0,2.0,21.0,1.9,1.4,1.0
Prodigy,PA-2,3.0,3.0,0.0,1.2,21.1,1.9,1.4,1.0
Prodigy,PA-3,3.0,4.0,0.0,1.1,21.1,1.9,1.0,1.4
Prodigy,PA-4,3.0,3.1,-0.9,0.9,21.0,1.9,1.4,1.0
Prodiscus,Fasti,13.0,4.1,-2.2,2.6,21.1,1.5,1.1,2.4
Prodiscus,Legenda,13.0,5.1,-1.0,2.0,21.1,1.5,1.1,2.4
Prodiscus,Razeri,12.0,5.0,0.0,2.9,21.1,1.5,1.1,2.3
Prodiscus,Slaidi,11.9,5.0,0.0,3.0,21.1,2.0,1.2,2.2
Prodiscus,Titan,9.8,4.1,0.0,3.0,21.2,1.6,1.2,1.9
Prodiscus,Flipperi,9.0,3.1,-3.2,0.0,21.2,1.7,1.2,2.0
Prodiscus,Laseri,9.5,5.8,-1.2,1.1,21.1,1.6,1.1,1.9
Prodiscus,Respecti,8.0,4.0,0.1,2.2,21.0,1.8,1.3,1.9
Prodiscus,Rocket,9.0,4.0,0.0,3.0,21.2,1.7,1.3,1.9
Prodiscus,Troija,7.0,3.0,-3.0,2.0,21.7,2.1,1.4,1.5
Prodiscus,Midari,5.0,4.1,-0.8,1.9,21.6,1.8,1.5,1.4
Prodiscus,STARi,5.1,4.0,-2.2,0.9,21.6,1.9,1.4,1.3
Prodiscus,Jokeri,4.0,3.1,0.0,2.1,21.1,1.8,1.5,1.1
Prodiscus,Sparta,3.0,3.2,0.0,0.5,21.3,2.0,1.6,1.0
Quest-AT,Odyssey Distance Driver,12.0,5.0,-3.0,1.0,21.3,2.5,1.5,2.3
Quest-AT,Raging Inferno,12.5,4.1,1.8,2.0,21.1,1.9,1.1,2.1
Quest-AT,T-Bone,8.0,8.0,-1.0,1.0,21.2,1.6,1.2,1.9
Quest-AT,10 Meter Brick,2.0,2.0,0.0,0.0,21.4,1.8,1.3,0.3
Quest-AT,10 Meter Crossfire,2.5,2.0,-1.0,1.0,21.2,2.1,1.4,1.2
Quest-AT,Crossfire,4.0,8.0,-1.0,1.9,21.2,2.0,1.4,1.2
Quest-AT,Turbo Putt,3.8,1.0,-1.8,2.1,22.5,2.0,1.1,1.5
Quest-AT,Turbo Putt II,4.0,2.0,-1.0,2.0,21.1,2.0,1.5,1.2
RPM-Discs,Kahu,13.0,5.0,-1.5,2.9,21.0,1.5,1.1,2.4
RPM-Discs,Kahu OS,13.0,4.9,0.0,3.0,21.0,1.5,1.1,2.4
RPM-Discs,Kahu XG,13.0,5.2,-1.5,2.8,21.0,1.5,3.0,2.4
RPM-Discs,Kiwi,9.8,4.1,-0.5,2.9,21.1,1.4,1.2,2.0
RPM-Discs,Kotare,12.0,4.9,0.0,3.0,21.2,1.5,1.5,2.3
RPM-Discs,Huia,7.0,5.0,-0.1,2.0,21.2,1.9,1.2,1.8
RPM-Discs,Pekapeka,9.0,5.1,-2.9,1.0,21.2,1.5,1.1,2.1
RPM-Discs,Taniwha,10.0,5.0,-2.1,1.8,21.1,1.4,1.2,2.0
RPM-Discs,Kea,4.8,4.6,0.0,3.0,21.2,1.9,1.4,1.4
RPM-Discs,Kotuku,5.0,4.9,0.0,2.1,21.7,1.7,1.4,1.4
RPM-Discs,Piwakawaka,4.5,5.5,-0.7,0.3,21.8,2.0,1.2,1.3
RPM-Discs,TeMoko,3.0,4.0,0.0,0.0,23.7,2.9,2.3,0.7
RPM-Discs,Ruru,3.0,3.1,-0.1,1.0,21.0,2.3,1.6,1.0
RPM-Discs,Tui,3.0,4.1,-1.1,0.0,21.1,1.8,1.4,0.9
Reptilian-Disc-Golf,Ptero,7.0,5.0,-1.0,1.0,21.2,1.7,1.1,1.8
Reptilian-Disc-Golf,Tyrant,7.1,3.2,0.0,2.7,21.2,1.4,1.1,1.8
Reptilian-Disc-Golf,Velociraptor,9.0,4.0,0.0,2.5,21.0,2.0,1.6,2.0
Reptilian-Disc-Golf,Gila,5.0,4.0,-0.1,3.0,21.0,1.6,1.2,1.4
Reptilian-Disc-Golf,Stego,3.0,1.0,1.1,4.3,21.3,1.8,1.2,1.0
Reptilian-Disc-Golf,Scale,2.0,1.2,0.0,2.9,21.0,2.2,1.5,1.0
Reptilian-Disc-Golf,Serpent,2.0,2.0,0.0,0.1,21.0,2.2,1.0,1.5
Skyquest,Lucky 13,10.0,5.0,-3.0,2.0,21.2,1.5,1.1,2.1
Skyquest,Medusa,10.9,5.0,-2.1,1.9,21.2,1.5,1.1,2.1
Skyquest,Chainzilla,2.0,3.0,-1.0,1.0,21.2,2.2,1.7,1.0
Storm-Disc-Golf,Jet Stream,12.0,5.0,-0.9,3.0,21.0,1.7,1.2,2.3
Storm-Disc-Golf,Maelstrom,11.0,5.0,-1.0,2.9,21.4,1.7,1.1,2.2
Storm-Disc-Golf,Abyss,8.0,4.0,0.0,2.9,21.1,1.6,1.1,2.0
Storm-Disc-Golf,Eye,5.1,5.1,-1.1,1.0,21.9,1.8,1.2,1.4
Storm-Disc-Golf,Wall Cloud,5.0,5.0,0.0,3.0,21.9,2.1,1.3,1.5
Storm-Disc-Golf,Crater,3.0,2.0,0.0,2.9,21.1,1.8,1.3,1.1
Storm-Disc-Golf,Radar,2.0,5.0,0.0,0.5,21.1,2.0,1.5,1.0
Streamline,Engine,1.0,1.0,0.0,0.0,21.2,1.5,1.1,2.4
Streamline,Flare,9.0,3.8,0.1,3.8,21.2,1.8,1.2,2.0
Streamline,Lift,9.0,5.0,-1.7,1.6,21.2,1.7,1.2,2.0
Streamline,Trace,11.0,5.0,-1.0,2.0,21.1,1.5,1.0,2.1
Streamline,Drift,7.0,5.1,-1.9,1.1,21.2,1.8,1.2,1.8
Streamline,Jet,1.0,1.0,0.0,0.0,21.2,1.5,1.1,2.2
Streamline,Echo,1.0,1.0,0.0,0.0,21.4,1.6,1.3,1.5
Streamline,Runway,5.0,4.0,0.0,3.4,21.5,1.7,1.4,1.4
Streamline,Pilot,2.1,4.9,-0.7,1.0,21.2,1.8,1.3,1.0
Streamline,Stabilizer,3.0,4.0,0.0,2.9,21.2,1.8,1.4,1.1
Sune-Sport,Short Slacker,10.9,5.0,-1.3,1.9,21.0,1.4,1.2,2.1
Sune-Sport,Contrail,6.0,5.0,0.0,2.0,21.0,1.5,1.3,1.6
Sune-Sport,Night Trooper,7.0,5.9,-1.3,1.0,21.0,1.5,1.1,1.8
Sune-Sport,Cirrus,3.0,3.0,0.0,1.9,21.1,1.6,1.3,1.0
Sune-Sport,Mad Mission,3.0,3.1,-0.1,1.9,19.2,1.8,1.4,1.0
Sune-Sport,Silent Cruiser,5.1,4.9,0.0,2.5,21.1,1.8,1.3,1.6
Sune-Sport,Cumulus,2.0,3.0,-1.0,0.9,21.1,1.7,1.4,1.1
Sune-Sport,Flow Motion,2.0,3.1,0.0,1.9,21.1,1.9,1.5,1.0
Thought-Space-Athletics,Animus,10.4,4.6,-0.7,2.4,21.2,1.6,1.2,2.1
Thought-Space-Athletics,Mantra,9.1,5.9,-2.1,1.0,21.2,1.7,1.2,2.0
Thought-Space-Athletics,Votum,9.0,5.0,-1.0,2.0,21.2,1.7,1.2,1.8
Thought-Space-Athletics,Pathfinder,4.9,5.0,-0.2,1.0,21.5,1.7,1.3,1.4
Thought-Space-Athletics,Praxis,3.0,3.0,-0.1,0.9,21.2,1.8,1.4,1.2
Viking-Discs,Berserker,10.0,5.1,-3.2,1.7,21.2,1.7,1.2,2.1
Viking-Discs,Fenrir,1.0,1.0,0.0,0.0,21.3,1.8,1.1,2.0
Viking-Discs,Odin,1.0,1.0,0.0,0.0,21.3,1.4,1.1,2.3
Viking-Discs,Ragnarok,11.2,5.0,-1.1,1.9,21.2,2.1,1.1,2.1
Viking-Discs,Thunder God Thor,14.0,4.9,0.1,2.5,21.0,1.7,1.2,2.5
Viking-Discs,Valhalla,12.0,5.0,0.0,2.0,21.3,2.0,1.2,2.2
Viking-Discs,Barbarian,7.0,4.9,0.1,2.1,21.3,1.8,1.2,1.9
Viking-Discs,Cosmos,7.0,5.1,-0.4,1.0,21.0,1.6,1.1,1.8
Viking-Discs,Axe,4.0,3.0,0.0,1.0,21.2,2.0,1.3,1.0
Viking-Discs,Loki,4.0,2.0,0.0,4.0,21.4,1.9,1.3,1.5
Viking-Discs,Nordic Warrior,4.0,4.1,0.0,2.0,21.5,2.0,1.4,1.4
Viking-Discs,Knife,2.8,3.1,0.0,1.8,21.1,1.9,1.8,1.0
Viking-Discs,Rune,2.0,4.0,0.0,0.0,21.2,2.1,1.6,1.1
Westside,Boatman,10.8,5.1,-0.1,2.1,21.4,1.9,1.3,2.2
Westside,Catapult ,13.8,4.6,-0.5,3.0,21.1,1.6,1.0,2.4
Westside,Destiny,13.7,6.0,-2.2,2.7,21.1,1.8,1.0,2.4
Westside,Fortress,10.0,4.0,0.0,3.1,21.2,1.5,1.1,2.0
Westside,Giant,12.8,4.5,0.1,3.4,21.1,1.7,1.2,2.3
Westside,King,13.6,5.1,-2.1,2.7,21.1,1.9,1.1,2.3
Westside,Northman,10.0,5.0,-1.1,1.8,21.5,1.7,1.1,2.0
Westside,Queen,13.7,5.1,-2.8,1.9,21.2,1.5,1.1,2.3
Westside,Sampo,9.9,4.6,-0.6,2.1,21.2,1.9,1.2,2.1
Westside,Sorcerer,12.9,5.4,-0.8,2.4,21.2,1.6,1.1,2.3
Westside,Sword,11.9,5.1,-0.8,2.0,21.2,1.8,1.2,2.2
Westside,The Adder,1.0,1.0,0.0,0.0,21.2,1.9,1.1,2.2
Westside,War Horse,12.9,4.0,0.0,4.0,21.1,1.6,1.2,2.2
Westside,World,13.9,4.0,-0.3,3.2,21.2,1.6,1.2,2.4
Westside,Ahti,9.0,3.0,0.1,4.0,21.2,1.7,1.1,2.0
Westside,Hatchet,9.0,5.9,-2.2,1.3,21.3,2.0,1.2,1.9
Westside,Longbowman,8.7,4.0,0.0,2.9,21.1,1.9,1.0,1.9
Westside,Seer,7.0,5.1,-1.9,1.2,21.2,1.8,1.1,1.8
Westside,Stag,8.0,5.9,-0.9,2.0,21.2,1.8,1.2,1.9
Westside,Underworld,7.1,6.0,-2.8,1.0,21.3,1.7,1.2,1.9
Westside,Anvil,4.1,2.3,0.0,4.0,21.3,1.8,1.2,1.5
Westside,Bard,5.0,3.9,0.0,2.9,21.7,1.9,1.3,1.5
Westside,Gatekeeper,4.1,5.0,-0.1,2.0,21.7,1.8,1.3,1.4
Westside,Pine,5.0,4.4,-0.1,2.0,21.7,1.9,1.3,1.5
Westside,Sling,4.5,4.9,-0.4,0.8,21.8,1.8,1.2,1.3
Westside,Tursas,5.0,5.1,-2.4,1.0,21.7,1.7,1.3,1.4
Westside,Warship,5.7,5.5,-0.1,1.0,21.7,2.1,1.3,1.4
Westside,Crown,3.0,4.0,0.0,1.0,21.2,2.0,1.4,1.0
Westside,Harp,4.0,3.0,0.0,2.6,21.2,1.6,1.4,1.1
Westside,Maiden,3.0,3.8,-0.2,1.0,21.2,1.8,1.3,1.0
Westside,Shield,3.0,3.0,0.0,1.0,21.1,2.5,1.4,1.0
Westside,Swan,2.9,2.9,-1.1,0.0,21.1,2.0,1.4,1.1
Westside,Swan 1 Reborn,3.0,3.1,-2.2,0.1,21.1,1.9,1.3,1.1
Wild-Discs,Orca,12.0,4.9,-1.6,2.0,21.2,1.4,1.1,2.3
Wild-Discs,Tasmanian Devil,7.0,4.0,-2.0,2.0,21.2,1.8,1.1,2.0
Wild-Discs,Addax,5.0,5.0,-0.1,1.9,21.7,1.7,1.3,1.5
Wild-Discs,Hummingbird,2.0,4.0,0.0,1.0,21.2,2.0,1.5,0.9
XCom,Zion Driver,10.0,4.2,-0.9,1.9,21.4,1.7,1.1,2.1
XCom,Helios,6.0,5.0,-3.0,1.0,21.0,1.6,1.1,1.6
XCom,Eden,5.0,4.0,-0.3,1.8,21.3,2.0,1.3,1.3
XCom,Griffon,5.0,4.1,-2.4,0.0,21.6,1.9,1.4,1.3
XCom,Bennu,3.0,5.0,-1.0,0.0,21.0,2.2,1.5,1.1
Yikun,DA'E,12.9,5.0,-0.1,2.3,21.0,1.7,1.4,2.4
Yikun,Jun,11.0,4.9,-1.1,2.0,21.0,1.7,1.1,2.1
Yikun,Luan,13.9,4.9,-0.9,2.9,21.2,1.4,1.1,2.4
Yikun,QI,13.0,6.0,-2.2,2.0,21.2,1.6,1.1,2.3
Yikun,Twin Swords,11.9,5.0,-0.3,1.9,21.2,1.4,1.1,2.4
Yikun,Wei,10.1,5.0,-2.9,1.9,21.1,1.7,1.1,2.0
Yikun,FU,7.0,5.0,-0.2,2.0,21.3,1.8,1.2,1.9
Yikun,Gou,8.2,5.1,-3.8,1.1,21.3,1.8,1.2,1.9
Yikun,Hu,9.0,4.9,-2.5,1.7,21.2,1.8,1.1,1.9
Yikun,Jiao,6.0,5.0,-2.7,1.3,21.2,1.6,1.1,1.5
