Manufacturer,Name,Speed,Glide,Turn,Fade,Diameter,Height,RimDepth,RimWidth,Purchase Url
Discmania,MD,4.0,5.1,-0.1,0.1,21.8,2.1,1.4,1.4,https://infinitediscs.com/Discmania-MD?tag=3c8c6529
Discmania,MD1,4.0,4.0,0.0,2.0,21.7,2.2,1.3,1.3,https://infinitediscs.com/Discmania-MD1?tag=3c8c6529
Discmania,MD2,4.0,5.0,-0.2,1.9,21.7,2.0,1.4,1.4,https://infinitediscs.com/Discmania-MD2-Fiend?tag=3c8c6529
Discmania,MD3,5.0,5.0,-0.1,2.4,21.8,1.9,1.3,1.4,https://infinitediscs.com/Discmania-MD3?tag=3c8c6529
Discmania,MD4,5.0,4.1,-0.1,2.9,21.7,1.6,1.4,1.4,https://infinitediscs.com/Discmania-MD4?tag=3c8c6529
Discmania,MD5,5.0,3.1,0.0,4.0,21.0,1.9,1.3,1.4,https://infinitediscs.com/Discmania-MD5?tag=3c8c6529
Discmania,Method,5.0,5.0,-0.1,2.8,21.9,2.1,1.3,1.3,https://infinitediscs.com/Discmania-Method?tag=3c8c6529
Discmania,Mutant,5.0,3.0,0.0,4.0,21.7,1.8,1.2,1.3,https://infinitediscs.com/Discmania-Mutant?tag=3c8c6529
Discmania,Origin,5.0,5.2,-1.4,0.9,21.4,1.6,1.2,1.3,https://infinitediscs.com/Discmania-Origin?tag=3c8c6529
Discmania,Link,2.0,3.0,0.0,1.0,21.2,2.0,1.5,1.1,https://infinitediscs.com/Discmania-Link?tag=3c8c6529
Discmania,P1,2.1,3.1,-0.1,0.1,21.2,2.0,1.5,0.9,https://infinitediscs.com/Discmania-P1?tag=3c8c6529
Discmania,P1X,2.1,3.0,-0.1,0.5,21.2,2.0,1.4,1.0,https://infinitediscs.com/Discmania-P1X?tag=3c8c6529
Discmania,P2,2.0,3.1,0.0,1.2,21.2,2.1,1.5,1.0,https://infinitediscs.com/Discmania-P2?tag=3c8c6529
Discmania,P3,3.0,4.3,0.0,2.7,21.2,2.0,1.2,1.0,https://infinitediscs.com/Discmania-P3?tag=3c8c6529
Discmania,P3x,3.0,2.2,0.0,2.6,21.2,1.9,1.6,1.1,https://infinitediscs.com/Discmania-P3x?tag=3c8c6529
Discmania,Razor Claw Tactic,4.0,2.0,0.0,4.0,21.3,2.0,1.4,1.1,https://infinitediscs.com/Discmania-Razor-Claw-Tactic?tag=3c8c6529
Discmania,Sensei,2.9,3.0,0.0,1.0,21.1,1.8,1.5,0.9,https://infinitediscs.com/Discmania-Sensei?tag=3c8c6529
Discmania,Shogun,2.0,4.0,0.1,1.9,21.2,2.4,1.5,1.0,https://infinitediscs.com/Discmania-Shogun?tag=3c8c6529
Discmania,Tactic,4.0,2.1,0.0,2.9,21.4,1.8,1.4,1.1,https://infinitediscs.com/Discmania-Tactic?tag=3c8c6529
Discraft,Avenger,9.9,4.8,0.0,2.9,21.2,1.7,1.2,1.9,https://infinitediscs.com/Discraft-Avenger?tag=3c8c6529
Discraft,Avenger SS,9.8,4.9,-2.9,1.0,21.4,1.8,1.2,1.9,https://infinitediscs.com/Discraft-Avenger-SS?tag=3c8c6529
Discraft,Crank,12.4,5.0,-1.4,2.0,21.2,1.5,1.1,2.3,https://infinitediscs.com/Discraft-Crank?tag=3c8c6529
Discraft,Crank SS,12.6,4.7,-2.8,1.8,21.1,1.5,1.1,2.4,https://infinitediscs.com/Discraft-Crank-SS?tag=3c8c6529
Discraft,Crush,11.1,5.0,-0.1,3.9,21.1,1.7,1.2,2.1,https://infinitediscs.com/Discraft-Crush?tag=3c8c6529
Discraft,Flash,10.0,5.0,-1.9,2.9,21.1,1.6,1.2,2.1,https://infinitediscs.com/Discraft-Flash?tag=3c8c6529
Discraft,Flick,10.1,3.4,0.9,4.4,21.1,1.3,1.1,2.1,https://infinitediscs.com/Discraft-Flick?tag=3c8c6529
Discraft,Force,12.0,4.9,0.0,3.1,21.1,1.7,1.2,2.3,https://infinitediscs.com/Discraft-Force?tag=3c8c6529
Discraft,Hades,11.9,6.0,-3.0,1.9,21.0,1.6,1.1,2.3,https://infinitediscs.com/Discraft-Hades?tag=3c8c6529
Discraft,Machete,10.6,3.7,0.2,3.9,21.1,1.6,1.1,2.1,https://infinitediscs.com/Discraft-Machete?tag=3c8c6529
Discraft,Nuke,13.0,4.9,-1.0,3.0,21.2,1.6,1.2,2.5,https://infinitediscs.com/Discraft-Nuke?tag=3c8c6529
Discraft,Nuke OS,13.0,4.0,0.0,4.1,21.2,1.6,1.2,2.5,https://infinitediscs.com/Discraft-Nuke-OS?tag=3c8c6529
Discraft,Nuke SS,13.0,5.0,-3.0,2.9,21.2,1.5,1.1,2.5,https://infinitediscs.com/Discraft-Nuke-SS?tag=3c8c6529
Discraft,Pulse,10.9,3.9,0.0,3.0,21.2,1.7,1.3,2.1,https://infinitediscs.com/Discraft-Pulse?tag=3c8c6529
Discraft,Punisher,11.9,4.9,-0.3,2.9,21.1,1.5,1.1,2.2,https://infinitediscs.com/Discraft-Punisher?tag=3c8c6529
Discraft,Scorch,11.0,6.0,-2.0,2.0,21.1,1.8,1.1,2.2,https://infinitediscs.com/Discraft-Scorch?tag=3c8c6529
Discraft,Spectra,11.8,4.9,-2.0,2.0,21.4,1.9,1.2,2.2,https://infinitediscs.com/Discraft-Spectra?tag=3c8c6529
Discraft,Surge,11.0,5.0,-1.0,2.9,21.1,1.6,1.2,2.2,https://infinitediscs.com/Discraft-Surge?tag=3c8c6529
Discraft,Surge SS,11.0,4.9,-1.1,2.0,21.1,1.6,1.2,2.1,https://infinitediscs.com/Discraft-Surge-SS?tag=3c8c6529
Discraft,Thrasher,11.9,5.0,-2.8,1.9,21.1,1.7,1.1,2.1,https://infinitediscs.com/Discraft-Thrasher?tag=3c8c6529
Discraft,Venom,12.0,4.1,-0.1,3.9,21.0,1.6,1.2,2.2,https://infinitediscs.com/Discraft-Venom?tag=3c8c6529
Discraft,Wildcat,11.0,5.0,-2.0,3.0,21.3,1.5,1.2,1.9,https://infinitediscs.com/Discraft-Wildcat?tag=3c8c6529
Discraft,Zeus,12.0,5.0,-1.0,3.0,21.1,1.6,1.2,2.3,https://infinitediscs.com/Discraft-Zeus?tag=3c8c6529
Discraft,Anax,10.0,5.8,-0.1,2.8,21.4,1.7,1.2,1.9,https://infinitediscs.com/Discraft-Anax?tag=3c8c6529
Discraft,Cyclone,7.0,4.2,-1.0,2.8,21.3,1.8,1.2,1.6,https://infinitediscs.com/Discraft-Cyclone?tag=3c8c6529
Discraft,Eclipse,6.8,5.0,-2.0,1.9,22.0,1.6,1.2,1.4,https://infinitediscs.com/Discraft-Eclipse?tag=3c8c6529
Discraft,Heat,9.0,5.7,-2.9,1.0,21.1,2.1,1.2,1.9,https://infinitediscs.com/Discraft-Heat?tag=3c8c6529
Discraft,Mantis,8.0,4.5,-1.5,1.9,21.2,1.9,1.1,1.9,https://infinitediscs.com/Discraft-Mantis?tag=3c8c6529
Discraft,Passion,8.0,5.0,-1.0,1.0,21.6,1.6,1.2,1.7,https://infinitediscs.com/Discraft-Passion?tag=3c8c6529
Discraft,Predator,9.0,4.0,-0.1,4.0,21.2,1.9,1.1,1.9,https://infinitediscs.com/Discraft-Predator?tag=3c8c6529
Discraft,Raptor,9.0,4.0,-0.1,3.0,21.3,1.9,1.1,1.9,https://infinitediscs.com/Discraft-Raptor?tag=3c8c6529
Discraft,Reaper,8.0,3.2,-0.1,3.7,21.4,1.5,1.2,1.8,https://infinitediscs.com/Discraft-Reaper?tag=3c8c6529
Discraft,Stalker,7.2,4.9,-1.0,1.7,21.6,1.6,1.2,1.6,https://infinitediscs.com/Discraft-Stalker?tag=3c8c6529
Discraft,Sting,6.8,4.9,-2.2,0.9,21.4,1.8,1.2,1.6,https://infinitediscs.com/Discraft-Sting?tag=3c8c6529
Discraft,Talon,8.0,3.0,0.9,3.0,21.0,1.5,1.1,1.8,https://infinitediscs.com/Discraft-Talon?tag=3c8c6529
Discraft,Tracker,7.9,4.4,-0.5,3.3,21.2,1.7,1.2,1.3,https://infinitediscs.com/Discraft-Tracker?tag=3c8c6529
Discraft,Undertaker,8.9,5.0,-1.0,2.1,21.1,1.9,1.2,2.0,https://infinitediscs.com/Discraft-Undertaker?tag=3c8c6529
Discraft,Vulture,9.7,4.8,-0.1,2.0,21.4,1.6,1.2,1.8,https://infinitediscs.com/Discraft-Vulture?tag=3c8c6529
Discraft,XL,7.9,5.0,-1.0,1.9,21.1,2.1,1.2,1.7,https://infinitediscs.com/Discraft-XL?tag=3c8c6529
Discraft,Xpress,7.9,4.9,-3.0,1.0,21.1,1.8,1.2,1.7,https://infinitediscs.com/Discraft-Xpress?tag=3c8c6529
Discraft,XS,8.0,4.9,-2.0,3.0,21.1,1.8,1.2,1.8,https://infinitediscs.com/Discraft-XS?tag=3c8c6529
Discraft,Xtreme,6.0,3.0,1.0,4.0,21.0,1.9,1.2,1.7,https://infinitediscs.com/Discraft-Xtreme?tag=3c8c6529
Discraft,Zombee,6.0,5.0,-1.1,1.0,21.6,2.1,1.2,1.6,https://infinitediscs.com/Discraft-Zombee?tag=3c8c6529
Discraft,Archer,5.7,4.8,-3.3,1.0,21.4,1.8,1.2,1.2,https://infinitediscs.com/Discraft-Archer?tag=3c8c6529
Discraft,Buzzz,5.0,4.3,-0.7,1.0,21.7,1.9,1.3,1.2,https://infinitediscs.com/Discraft-Buzzz?tag=3c8c6529
Discraft,Buzzz GT,5.0,4.9,0.0,1.3,21.7,1.9,1.3,1.2,https://infinitediscs.com/Discraft-Buzzz-GT?tag=3c8c6529
Discraft,Buzzz OS,5.0,3.9,0.0,3.0,21.7,1.7,1.2,1.3,https://infinitediscs.com/Discraft-Buzzz-OS?tag=3c8c6529
Discraft,Buzzz SS,5.0,4.1,-1.9,1.0,21.6,2.1,1.3,1.3,https://infinitediscs.com/Discraft-Buzzz-SS?tag=3c8c6529
Discraft,Comet,4.0,5.2,-1.8,0.9,21.8,2.1,1.3,1.2,https://infinitediscs.com/Discraft-Comet?tag=3c8c6529
Discraft,Drone,5.0,3.4,0.5,3.9,21.5,2.0,1.3,1.5,https://infinitediscs.com/Discraft-Drone?tag=3c8c6529
Discraft,Glide,5.9,5.0,-3.0,1.9,21.5,2.0,1.3,1.5,https://infinitediscs.com/Discraft-Glide?tag=3c8c6529
Discraft,Hawk,4.0,5.0,-1.8,1.9,21.5,1.8,1.2,1.2,https://infinitediscs.com/Discraft-Hawk?tag=3c8c6529
Discraft,Hornet,5.0,4.9,0.0,3.8,21.5,1.9,1.3,1.3,https://infinitediscs.com/Discraft-Hornet?tag=3c8c6529
Discraft,Impact,5.1,5.0,-1.9,1.9,21.6,2.0,1.3,1.3,https://infinitediscs.com/Discraft-Impact?tag=3c8c6529
Discraft,Malta,5.0,4.0,0.5,2.9,21.3,1.7,1.3,1.3,https://infinitediscs.com/Discraft-Malta?tag=3c8c6529
Discraft,Meteor,4.4,5.0,-2.8,1.0,21.5,2.0,1.3,1.3,https://infinitediscs.com/Discraft-Meteor?tag=3c8c6529
Discraft,Nebula,5.0,4.0,-0.5,2.0,21.3,2.0,1.3,1.3,https://infinitediscs.com/Discraft-Nebula?tag=3c8c6529
Discraft,Sol,4.1,4.8,-2.9,0.3,20.0,2.3,1.9,1.8,https://infinitediscs.com/Discraft-Sol?tag=3c8c6529
Discraft,Stratus,5.0,4.9,-3.0,1.0,21.4,1.8,1.2,1.2,https://infinitediscs.com/Discraft-Stratus?tag=3c8c6529
Discraft,Wasp,5.0,4.0,0.0,2.4,21.6,1.8,1.3,1.2,https://infinitediscs.com/Discraft-Wasp?tag=3c8c6529
Discraft,APX,2.0,3.0,-1.0,0.9,21.0,2.3,1.4,0.9,https://infinitediscs.com/Discraft-APX?tag=3c8c6529
Discraft,Banger GT,2.0,3.0,0.0,1.0,21.2,2.0,1.6,1.0,https://infinitediscs.com/Discraft-Banger-GT?tag=3c8c6529
Discraft,Challenger,2.0,3.0,0.0,1.9,21.0,2.2,1.6,1.0,https://infinitediscs.com/Discraft-Challenger?tag=3c8c6529
Discraft,Challenger OS,2.9,4.8,0.0,2.6,21.1,2.0,1.5,1.0,https://infinitediscs.com/Discraft-Challenger-OS?tag=3c8c6529
Discraft,Challenger SS,2.0,3.9,-0.8,1.6,21.0,2.2,1.6,1.0,https://infinitediscs.com/Discraft-Challenger-SS?tag=3c8c6529
Discraft,Fierce,3.0,4.0,-1.9,0.0,21.0,2.3,1.4,1.0,https://infinitediscs.com/Discraft-Fierce?tag=3c8c6529
Discraft,Focus,2.0,3.0,-1.0,1.7,21.1,2.1,1.6,1.0,https://infinitediscs.com/Discraft-Focus?tag=3c8c6529
Discraft,Luna,3.0,3.0,-0.1,2.3,21.1,2.0,1.4,1.1,https://infinitediscs.com/Discraft-Luna?tag=3c8c6529
Discraft,Magnet,2.0,3.0,-1.0,1.8,21.2,2.0,0.8,0.8,https://infinitediscs.com/Discraft-Magnet?tag=3c8c6529
Discraft,Putt'r,2.0,3.1,-2.0,0.9,21.0,2.4,1.6,0.9,https://infinitediscs.com/Discraft-Putt'r?tag=3c8c6529
Discraft,Rattler,2.0,3.1,-1.0,1.0,21.2,2.2,1.6,0.6,https://infinitediscs.com/Discraft-Rattler?tag=3c8c6529
Discraft,Ringer,3.0,3.8,0.0,2.0,21.0,1.8,1.2,0.9,https://infinitediscs.com/Discraft-Ringer?tag=3c8c6529
Discraft,Ringer GT,3.0,2.9,0.0,2.8,21.1,1.7,1.1,1.0,https://infinitediscs.com/Discraft-Ringer-GT?tag=3c8c6529
Discraft,Roach,2.1,4.0,-0.3,1.0,21.1,2.0,1.5,1.1,https://infinitediscs.com/Discraft-Roach?tag=3c8c6529
Discraft,Soft Magnet,2.0,3.1,-1.0,1.8,21.2,2.0,1.4,0.8,https://infinitediscs.com/Discraft-Soft-Magnet?tag=3c8c6529
Discraft,Zeppelin,2.5,6.0,-1.0,0.0,22.1,2.1,1.6,1.0,https://infinitediscs.com/Discraft-Zeppelin?tag=3c8c6529
Discraft,Zone,3.9,3.0,0.0,3.0,21.1,2.0,1.3,1.2,https://infinitediscs.com/Discraft-Zone?tag=3c8c6529
Disctroyer,Starling,12.9,5.0,-2.0,2.0,21.0,1.7,1.2,2.4,https://infinitediscs.com/Disctroyer-Starling?tag=3c8c6529
Disctroyer,Stork,8.0,5.0,0.0,1.1,21.3,1.7,1.2,1.9,https://infinitediscs.com/Disctroyer-Stork?tag=3c8c6529
Disctroyer,Skylark,5.0,4.0,0.0,2.0,21.7,1.9,1.5,1.4,https://infinitediscs.com/Disctroyer-Skylark?tag=3c8c6529
Disctroyer,Sparrow,3.0,3.0,0.0,2.0,21.3,1.9,1.6,1.1,https://infinitediscs.com/Disctroyer-Sparrow?tag=3c8c6529
Divergent-Discs,Basilisk,12.0,5.9,-5.1,0.9,21.1,2.0,1.2,2.3,https://infinitediscs.com/Divergent-Discs-Basilisk?tag=3c8c6529
Divergent-Discs,Kraken,6.1,5.0,-2.0,1.0,21.0,1.7,1.1,1.6,https://infinitediscs.com/Divergent-Discs-Kraken?tag=3c8c6529
Divergent-Discs,Kapre,5.0,5.1,-1.4,1.1,21.7,1.9,1.4,1.4,https://infinitediscs.com/Divergent-Discs-Kapre?tag=3c8c6529
Divergent-Discs,Leviathan,5.0,4.0,-3.9,0.1,21.3,1.9,1.1,1.4,https://infinitediscs.com/Divergent-Discs-Leviathan?tag=3c8c6529
Divergent-Discs,Alpas,3.7,3.9,-3.5,1.0,21.0,1.9,1.2,1.2,https://infinitediscs.com/Divergent-Discs-Alpas?tag=3c8c6529
Divergent-Discs,Narwhal,3.0,3.1,-1.8,0.5,21.0,2.3,1.2,1.2,https://infinitediscs.com/Divergent-Discs-Narwhal?tag=3c8c6529
Divergent-Discs,Nuno,3.0,3.9,-0.8,1.1,21.2,2.0,1.4,1.1,https://infinitediscs.com/Divergent-Discs-Nuno?tag=3c8c6529
Dynamic-Discs,Captain,12.7,4.9,-2.0,2.0,21.1,1.6,1.1,2.3,https://infinitediscs.com/Dynamic-Discs-Captain?tag=3c8c6529
Dynamic-Discs,Criminal,10.0,3.1,0.9,4.1,21.2,1.5,1.5,2.1,https://infinitediscs.com/Dynamic-Discs-Criminal?tag=3c8c6529
Dynamic-Discs,Defender,13.0,4.9,0.0,3.1,21.0,1.6,1.1,2.3,https://infinitediscs.com/Dynamic-Discs-Defender?tag=3c8c6529
Dynamic-Discs,Enforcer,12.0,4.1,0.3,3.9,21.1,1.8,1.1,2.2,https://infinitediscs.com/Dynamic-Discs-Enforcer?tag=3c8c6529
Dynamic-Discs,Freedom,13.8,5.0,-2.8,2.7,21.2,1.6,1.1,2.4,https://infinitediscs.com/Dynamic-Discs-Freedom?tag=3c8c6529
Dynamic-Discs,Raider,12.9,5.0,-0.6,2.9,21.2,1.5,1.1,2.3,https://infinitediscs.com/Dynamic-Discs-Raider?tag=3c8c6529
Dynamic-Discs,Renegade,10.9,5.0,-2.1,2.6,21.1,1.7,1.1,2.1,https://infinitediscs.com/Dynamic-Discs-Renegade?tag=3c8c6529
Dynamic-Discs,Sergeant,11.0,4.0,0.0,2.6,21.1,1.7,2.1,2.1,https://infinitediscs.com/Dynamic-Discs-Sergeant?tag=3c8c6529
Dynamic-Discs,Sheriff,12.9,5.1,-1.0,2.0,21.2,1.6,1.1,2.2,https://infinitediscs.com/Dynamic-Discs-Sheriff?tag=3c8c6529
Dynamic-Discs,Trespass,11.9,5.0,-1.1,2.8,21.1,1.9,1.1,2.1,https://infinitediscs.com/Dynamic-Discs-Trespass?tag=3c8c6529
Dynamic-Discs,Breakout,8.0,5.1,-1.2,1.5,21.0,1.6,1.1,1.9,https://infinitediscs.com/Dynamic-Discs-Breakout?tag=3c8c6529
Dynamic-Discs,Convict,9.0,4.0,-0.7,2.8,21.2,1.4,1.1,2.0,https://infinitediscs.com/Dynamic-Discs-Convict?tag=3c8c6529
Dynamic-Discs,Escape,9.0,5.2,-0.9,1.9,21.1,2.0,1.0,2.0,https://infinitediscs.com/Dynamic-Discs-Escape?tag=3c8c6529
Dynamic-Discs,Evader,7.0,4.1,0.0,2.5,21.2,1.9,1.1,1.8,https://infinitediscs.com/Dynamic-Discs-Evader?tag=3c8c6529
Dynamic-Discs,Felon,9.0,3.6,0.2,3.9,21.2,1.8,1.1,2.0,https://infinitediscs.com/Dynamic-Discs-Felon?tag=3c8c6529
Dynamic-Discs,Getaway,9.0,5.1,-0.5,2.8,21.1,1.8,1.1,2.0,https://infinitediscs.com/Dynamic-Discs-Getaway?tag=3c8c6529
Dynamic-Discs,Maverick,7.0,4.3,-1.6,1.8,21.2,1.8,1.1,1.7,https://infinitediscs.com/Dynamic-Discs-Maverick?tag=3c8c6529
Dynamic-Discs,Thief,8.0,5.0,-1.4,1.7,21.2,1.8,1.1,1.9,https://infinitediscs.com/Dynamic-Discs-Thief?tag=3c8c6529
Dynamic-Discs,Vandal,9.0,5.0,-1.4,2.0,21.2,1.7,1.1,1.9,https://infinitediscs.com/Dynamic-Discs-Vandal?tag=3c8c6529
Dynamic-Discs,Witness,8.0,6.0,-3.0,1.0,21.1,1.8,1.1,1.9,https://infinitediscs.com/Dynamic-Discs-Witness?tag=3c8c6529
Dynamic-Discs,Bounty,4.0,5.1,-1.5,0.5,21.9,1.8,1.2,1.2,https://infinitediscs.com/Dynamic-Discs-Bounty?tag=3c8c6529
Dynamic-Discs,EMac Truth,5.0,5.0,-0.2,1.9,21.7,1.8,1.2,1.5,https://infinitediscs.com/Dynamic-Discs-EMac-Truth?tag=3c8c6529
Dynamic-Discs,Evidence,5.0,5.1,-1.0,0.3,21.7,1.8,1.2,1.4,https://infinitediscs.com/Dynamic-Discs-Evidence?tag=3c8c6529
Dynamic-Discs,Fugitive,5.0,5.0,-0.2,1.0,21.8,2.1,1.3,1.4,https://infinitediscs.com/Dynamic-Discs-Fugitive?tag=3c8c6529
Dynamic-Discs,Justice,5.0,2.1,0.5,4.1,21.3,1.7,1.3,1.5,https://infinitediscs.com/Dynamic-Discs-Justice?tag=3c8c6529
Dynamic-Discs,Patrol,5.0,5.0,-3.0,0.6,21.7,1.6,1.2,1.4,https://infinitediscs.com/Dynamic-Discs-Patrol?tag=3c8c6529
Dynamic-Discs,Proof,5.0,5.0,-3.1,0.9,21.5,1.5,1.1,1.3,https://infinitediscs.com/Dynamic-Discs-Proof?tag=3c8c6529
Dynamic-Discs,Suspect,4.0,3.1,-0.1,2.8,21.3,1.6,1.2,1.2,https://infinitediscs.com/Dynamic-Discs-Suspect?tag=3c8c6529
Dynamic-Discs,Truth,5.0,5.1,-0.7,1.4,21.7,1.7,1.2,1.5,https://infinitediscs.com/Dynamic-Discs-Truth?tag=3c8c6529
Dynamic-Discs,Verdict,5.1,4.1,-0.1,3.3,21.7,1.7,1.2,1.5,https://infinitediscs.com/Dynamic-Discs-Verdict?tag=3c8c6529
Dynamic-Discs,Warrant,5.0,5.0,-1.9,0.1,21.7,1.8,1.4,1.2,https://infinitediscs.com/Dynamic-Discs-Warrant?tag=3c8c6529
Dynamic-Discs,Deputy,3.0,4.0,-1.4,0.0,21.2,2.0,1.5,1.1,https://infinitediscs.com/Dynamic-Discs-Deputy?tag=3c8c6529
Dynamic-Discs,EMac Judge ,2.0,4.0,0.0,1.0,21.2,2.0,1.4,1.1,https://infinitediscs.com/Dynamic-Discs-EMac-Judge-?tag=3c8c6529
Dynamic-Discs,Gavel,3.0,5.0,-1.8,0.4,21.3,1.9,1.4,1.4,https://infinitediscs.com/Dynamic-Discs-Gavel?tag=3c8c6529
Dynamic-Discs,Guard,2.0,5.0,0.0,0.5,21.0,2.1,1.6,0.9,https://infinitediscs.com/Dynamic-Discs-Guard?tag=3c8c6529
Dynamic-Discs,Judge ,2.0,4.0,0.0,0.9,21.2,2.0,1.4,1.1,https://infinitediscs.com/Dynamic-Discs-Judge?tag=3c8c6529
Dynamic-Discs,Marshal,3.0,3.6,-0.1,1.1,21.2,2.0,1.6,1.1,https://infinitediscs.com/Dynamic-Discs-Marshal?tag=3c8c6529
Dynamic-Discs,Slammer,2.6,2.1,0.0,3.0,21.2,1.7,1.1,1.1,https://infinitediscs.com/Dynamic-Discs-Slammer?tag=3c8c6529
Dynamic-Discs,Warden,2.1,3.6,0.0,0.5,21.2,2.0,1.5,1.1,https://infinitediscs.com/Dynamic-Discs-Warden?tag=3c8c6529
EV-7,Penrose,2.0,4.0,0.0,1.9,21.1,2.1,1.5,1.1,https://infinitediscs.com/EV-7-Penrose?tag=3c8c6529
EV-7,Phi,1.4,1.6,0.0,0.2,21.0,2.0,1.5,1.1,https://infinitediscs.com/EV-7-Phi?tag=3c8c6529
Elevation-Disc-Golf,Interceptor,4.8,3.6,0.0,3.0,21.1,1.5,1.1,1.4,https://infinitediscs.com/Elevation-Disc-Golf-Interceptor?tag=3c8c6529
Elevation-Disc-Golf,Koi,2.9,3.9,-0.9,0.1,21.1,1.8,1.4,1.1,https://infinitediscs.com/Elevation-Disc-Golf-Koi?tag=3c8c6529
Fourth-Circle-Discs,Firehawk,8.0,5.0,-2.0,1.0,21.2,1.8,1.1,2.3,https://infinitediscs.com/Fourth-Circle-Discs-Firehawk?tag=3c8c6529
Fourth-Circle-Discs,Taipan,13.0,5.0,0.0,3.1,21.1,1.6,1.1,2.4,https://infinitediscs.com/Fourth-Circle-Discs-Taipan?tag=3c8c6529
Fourth-Circle-Discs,Dingo,5.0,4.8,0.0,3.0,21.5,1.6,1.3,1.3,https://infinitediscs.com/Fourth-Circle-Discs-Dingo?tag=3c8c6529
Fourth-Circle-Discs,Huntsman,2.0,3.0,0.0,2.5,21.3,2.4,1.6,1.1,https://infinitediscs.com/Fourth-Circle-Discs-Huntsman?tag=3c8c6529
Full-Turn,Cruise,12.8,4.0,-2.0,2.6,21.1,1.6,1.1,2.3,https://infinitediscs.com/Full-Turn-Cruise?tag=3c8c6529
Full-Turn,Traveler,9.0,3.9,0.0,2.0,21.1,1.7,1.2,1.9,https://infinitediscs.com/Full-Turn-Traveler?tag=3c8c6529
Full-Turn,Voyage,12.2,4.9,0.0,3.1,21.1,1.8,1.1,2.3,https://infinitediscs.com/Full-Turn-Voyage?tag=3c8c6529
Full-Turn,Drifter,8.9,4.0,-1.0,1.9,21.1,1.7,1.2,1.9,https://infinitediscs.com/Full-Turn-Drifter?tag=3c8c6529
Full-Turn,Shortcut,7.0,3.0,-3.0,2.0,21.3,1.9,1.3,1.1,https://infinitediscs.com/Full-Turn-Shortcut?tag=3c8c6529
Full-Turn,Expedition,1.0,1.0,0.0,0.0,21.0,1.7,1.2,2.1,https://infinitediscs.com/Full-Turn-Expedition?tag=3c8c6529
Full-Turn,Navigator,5.0,4.0,-1.1,1.9,21.6,1.7,1.5,1.4,https://infinitediscs.com/Full-Turn-Navigator?tag=3c8c6529
Full-Turn,Manifest,1.0,1.0,0.0,0.0,21.0,2.0,1.5,1.0,https://infinitediscs.com/Full-Turn-Manifest?tag=3c8c6529
Full-Turn,Passport,3.9,3.9,-0.9,1.0,21.2,2.1,1.6,1.0,https://infinitediscs.com/Full-Turn-Passport?tag=3c8c6529
Galaxy-Disc-Golf,Meteorite,11.0,3.1,-0.5,2.1,21.1,1.8,1.1,2.1,https://infinitediscs.com/Galaxy-Disc-Golf-Meteorite?tag=3c8c6529
Galaxy-Disc-Golf,Shooting Star,7.0,5.0,-2.1,0.9,21.0,1.8,1.2,1.8,https://infinitediscs.com/Galaxy-Disc-Golf-Shooting-Star?tag=3c8c6529
Galaxy-Disc-Golf,Orbit,4.9,4.0,0.0,2.6,21.2,2.1,1.3,1.0,https://infinitediscs.com/Galaxy-Disc-Golf-Orbit?tag=3c8c6529
Galaxy-Disc-Golf,Magneton,2.1,3.1,-0.1,1.8,21.1,1.9,1.5,1.0,https://infinitediscs.com/Galaxy-Disc-Golf-Magneton?tag=3c8c6529
Gateway,Apache,9.1,4.2,-0.9,2.0,21.0,2.0,1.2,1.7,https://infinitediscs.com/Gateway-Apache?tag=3c8c6529
Gateway,Apex,12.0,6.0,-1.0,1.9,21.5,1.9,1.1,2.3,https://infinitediscs.com/Gateway-Apex?tag=3c8c6529
Gateway,Diablo,9.3,5.1,-0.3,2.0,21.6,1.3,1.1,2.2,https://infinitediscs.com/Gateway-Diablo?tag=3c8c6529
Gateway,Illusion,11.0,4.9,-0.9,3.1,21.4,1.5,1.1,2.1,https://infinitediscs.com/Gateway-Illusion?tag=3c8c6529
Gateway,Journey,12.2,6.0,-1.6,1.1,21.2,1.9,1.1,2.2,https://infinitediscs.com/Gateway-Journey?tag=3c8c6529
Gateway,Ninja,10.6,4.9,-0.1,2.1,21.0,1.9,1.2,2.0,https://infinitediscs.com/Gateway-Ninja?tag=3c8c6529
Gateway,Rage,10.0,5.0,-0.5,3.5,21.4,1.8,1.2,2.2,https://infinitediscs.com/Gateway-Rage?tag=3c8c6529
Gateway,Samurai,13.0,5.8,-2.2,1.1,21.1,1.8,1.2,2.3,https://infinitediscs.com/Gateway-Samurai?tag=3c8c6529
Gateway,Siren,12.8,4.9,-1.9,1.2,21.1,1.5,1.4,2.3,https://infinitediscs.com/Gateway-Siren?tag=3c8c6529
Gateway,Slayer,12.8,4.9,-1.2,2.2,21.0,1.7,1.2,2.3,https://infinitediscs.com/Gateway-Slayer?tag=3c8c6529
Gateway,Speed Demon,12.0,3.0,0.0,4.0,21.1,1.8,1.2,2.3,https://infinitediscs.com/Gateway-Speed-Demon?tag=3c8c6529
Gateway,Spirit,11.7,3.9,0.3,4.4,21.1,1.8,1.1,2.1,https://infinitediscs.com/Gateway-Spirit?tag=3c8c6529
Gateway,Assassin,8.9,6.0,-1.6,1.1,21.0,1.9,1.1,1.9,https://infinitediscs.com/Gateway-Assassin?tag=3c8c6529
